,Clock (daily weight),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
5706,0.05351923176505864,9,19:00:00,2018,Tuesday,18,465,533,0.0671868800423224,0.0,82.21
5707,0.049489017968848505,9,20:00:00,2018,Tuesday,0,677,669,0.0892691338373789,0.0,82.21
5712,0.031861953851825386,9,01:00:00,2018,Wednesday,0,3022,1178,0.5382545174932718,0.0,81.87
5713,0.03067864453394016,9,02:00:00,2018,Wednesday,0,3425,1205,0.6525722339675828,0.0,81.87
5714,0.029853386109053998,9,03:00:00,2018,Wednesday,0,3720,1117,0.6959712230215828,0.0,81.87
5716,0.033733483268996424,9,05:00:00,2018,Wednesday,0,4083,1126,0.6803814002089864,0.0,81.87
5717,0.04198004349345618,9,06:00:00,2018,Wednesday,0,4288,1132,0.5749443088999682,0.0,81.87
5718,0.050392577111544816,9,07:00:00,2018,Wednesday,7,4503,1137,0.5132236662728347,0.0,81.87
5719,0.053138742202797434,9,08:00:00,2018,Wednesday,672,4445,1127,0.5646080115742834,0.0,81.87
5720,0.04956330267039077,9,09:00:00,2018,Wednesday,2000,4081,1130,0.7141018023370964,0.0,81.87
5723,0.04129300844815107,9,12:00:00,2018,Wednesday,5293,3946,1150,1.444923504867872,0.0,81.87
5724,0.03994599709009995,9,13:00:00,2018,Wednesday,5553,4295,997,1.6496805597809552,0.0,81.87
5725,0.04023472232522865,9,14:00:00,2018,Wednesday,5196,4321,993,1.624169371040025,0.0,81.87
5729,0.05142377158374203,9,18:00:00,2018,Wednesday,594,3939,1058,0.510453756961563,0.0,81.87
5730,0.05229942772097364,9,19:00:00,2018,Wednesday,12,3953,1099,0.4306488646993792,0.0,81.87
5731,0.04810252613019338,9,20:00:00,2018,Wednesday,0,4304,1102,0.4643930933768576,0.0,81.87
5732,0.04286379749955585,9,21:00:00,2018,Wednesday,0,4627,1092,0.5518139714395986,0.0,81.87
5733,0.0400306296952209,9,22:00:00,2018,Wednesday,0,4358,1076,0.5707983193277311,0.0,81.87
5734,0.03500079974684613,9,23:00:00,2018,Wednesday,0,4065,1039,0.5875446068838495,0.0,81.87
5735,0.034190979394810486,9,00:00:00,2018,Thursday,0,3754,1025,0.6063951275218881,0.0,81.54
5736,0.03245612351263671,9,01:00:00,2018,Thursday,0,3461,990,0.5700563524590164,0.0,81.54
5737,0.031001416847763398,9,02:00:00,2018,Thursday,0,3269,908,0.5398733359183145,0.0,81.54
5738,0.030381469019192635,9,03:00:00,2018,Thursday,0,3063,791,0.4786388474913065,0.0,81.54
5740,0.03423229816073938,9,05:00:00,2018,Thursday,0,2556,474,0.3091521273339455,0.0,81.54
5742,0.05033187918113392,9,07:00:00,2018,Thursday,5,2191,504,0.1984418638835807,0.0,81.54
5743,0.05272044983826963,9,08:00:00,2018,Thursday,604,2025,696,0.2457865168539325,0.0,81.54
5744,0.04904011882505265,9,09:00:00,2018,Thursday,1922,1880,716,0.3654748422585342,0.0,81.54
5746,0.04352439625282041,9,11:00:00,2018,Thursday,4702,1578,868,0.7005096040768326,0.0,81.54
5747,0.041332239439520586,9,12:00:00,2018,Thursday,5559,1813,957,0.9239046034387132,0.0,81.54
5748,0.03964242833115335,9,13:00:00,2018,Thursday,5836,2019,1060,1.0644776119402986,0.0,81.54
5749,0.039533675476224564,9,14:00:00,2018,Thursday,5646,2039,1063,1.0665691294806146,0.0,81.54
5750,0.041010505312871384,9,15:00:00,2018,Thursday,4975,2055,1064,0.9338871581862236,0.0,81.54
5751,0.04335140302992972,9,16:00:00,2018,Thursday,3806,1970,1113,0.7302310790756837,0.0,81.54
5753,0.051314148007878244,9,18:00:00,2018,Thursday,648,1774,1119,0.2806308448248534,0.0,81.54
5755,0.048143282036074334,9,20:00:00,2018,Thursday,0,2212,1124,0.2491783686883776,0.0,81.54
5756,0.04283521786716589,9,21:00:00,2018,Thursday,0,2618,1045,0.3028023476895098,0.0,81.54
5757,0.040131466865094334,9,22:00:00,2018,Thursday,0,3000,1040,0.3803426849934099,0.0,81.54
5758,0.03494363298609491,9,23:00:00,2018,Thursday,0,3329,1077,0.4822679509632224,0.0,81.54
5760,0.032705328497698416,9,01:00:00,2018,Friday,0,3240,1130,0.5581811214714523,0.0,82.72
5761,0.031199714046589482,9,02:00:00,2018,Friday,0,3115,1150,0.5650503444621092,0.0,82.72
5762,0.03047869298367973,9,03:00:00,2018,Friday,0,2942,1140,0.5139763283807605,0.0,82.72
5763,0.03144029850746268,9,04:00:00,2018,Friday,0,2854,1159,0.4905867970660146,0.0,82.72
5764,0.03444326265866927,9,05:00:00,2018,Friday,0,2678,1132,0.4201124710552431,0.0,82.72
5765,0.04258930813223601,9,06:00:00,2018,Friday,0,2613,1130,0.3424833013084454,0.0,82.72
5766,0.0505469033337983,9,07:00:00,2018,Friday,4,2609,1101,0.2912484316185696,0.0,82.72
5767,0.05310866229599665,9,08:00:00,2018,Friday,575,2447,1040,0.3127261528986065,0.0,82.72
5768,0.049313363091086616,9,09:00:00,2018,Friday,1782,2192,1073,0.4159386846876545,0.0,82.72
5769,0.04600174361835681,9,10:00:00,2018,Friday,2913,2280,975,0.5434840074015331,0.0,82.72
5770,0.0440276886595062,9,11:00:00,2018,Friday,3729,2531,795,0.6652522395096653,0.0,82.72
5771,0.04161295159715441,9,12:00:00,2018,Friday,4332,2546,765,0.7659084076560778,0.0,82.72
5772,0.038838436323057605,9,13:00:00,2018,Friday,4456,2641,818,0.8455293237901934,0.0,82.72
5773,0.038321558097363644,9,14:00:00,2018,Friday,4254,2904,837,0.91959972394755,0.0,82.72
5774,0.03967718649741944,9,15:00:00,2018,Friday,3680,3318,871,0.9122420588917228,0.0,82.72
5776,0.04810109499232808,9,17:00:00,2018,Friday,1567,4022,916,0.6848089272555006,0.0,82.72
5777,0.050520016738736226,9,18:00:00,2018,Friday,422,3659,988,0.4626688572471705,0.0,82.72
5778,0.05106053842934858,9,19:00:00,2018,Friday,5,3294,864,0.3468877593533872,0.0,82.72
5779,0.047664667317617516,9,20:00:00,2018,Friday,0,3181,795,0.3271081859317153,0.0,82.72
5780,0.04341860789510391,9,21:00:00,2018,Friday,0,3136,659,0.3405725567620928,0.0,82.72
5781,0.04120072534523643,9,22:00:00,2018,Friday,0,2900,544,0.3259203179710419,0.0,82.72
5782,0.03682236016180778,9,23:00:00,2018,Friday,0,2792,514,0.3433021806853583,0.0,82.72
5783,0.04228428907262505,9,00:00:00,2018,Saturday,0,2608,439,0.3384051532652155,0.0,82.72
5784,0.03898455736953149,9,01:00:00,2018,Saturday,0,2345,375,0.3131115459882583,0.0,82.72
5785,0.037791269199703326,9,02:00:00,2018,Saturday,0,2166,310,0.2901335833138036,0.0,82.72
5786,0.036573921302985674,9,03:00:00,2018,Saturday,0,2040,293,0.2676993689041881,0.0,82.72
5787,0.03591209310379721,9,04:00:00,2018,Saturday,0,1900,230,0.2392720736913053,0.0,82.72
5788,0.03613940180998478,9,05:00:00,2018,Saturday,0,1843,214,0.2273681883497292,0.0,82.72
5789,0.03776064772911669,9,06:00:00,2018,Saturday,0,1696,177,0.1935917312661498,0.0,82.72
5790,0.04213464830126773,9,07:00:00,2018,Saturday,5,1532,190,0.1653739346930958,0.0,82.72
5791,0.04560131241476956,9,08:00:00,2018,Saturday,665,1390,218,0.212927400468384,0.0,82.72
5792,0.04663707746703818,9,09:00:00,2018,Saturday,2150,1155,350,0.3611660079051383,0.0,82.72
5793,0.04359259346688037,9,10:00:00,2018,Saturday,3748,741,400,0.5229995721009841,0.0,82.72
5794,0.04157566202216268,9,11:00:00,2018,Saturday,5057,821,465,0.8003785488958991,0.0,82.72
5795,0.038935860152156526,9,12:00:00,2018,Saturday,5729,1101,597,1.116842105263158,0.0,82.72
5796,0.03526442011271012,9,13:00:00,2018,Saturday,5834,1056,712,1.2638403990024938,0.0,82.72
5798,0.035934667152868485,9,15:00:00,2018,Saturday,4827,1099,888,1.1079674796747967,0.0,82.72
5799,0.04022579991782551,9,16:00:00,2018,Saturday,3731,1049,1016,0.8203821656050956,0.0,82.72
5800,0.04753512843932352,9,17:00:00,2018,Saturday,2157,999,1008,0.4736123748862602,0.0,82.72
5801,0.052416983212335885,9,18:00:00,2018,Saturday,581,853,1028,0.2254785236743291,0.0,82.72
5802,0.05340240029409818,9,19:00:00,2018,Saturday,3,897,1051,0.164460928938717,0.0,82.72
5803,0.04977305445950134,9,20:00:00,2018,Saturday,0,1172,1048,0.1913793103448275,0.0,82.72
5804,0.045095521655322414,9,21:00:00,2018,Saturday,0,1503,1027,0.2418969308729324,0.0,82.72
5806,0.038330776591858386,9,23:00:00,2018,Saturday,0,2022,1132,0.3723291228898595,0.0,82.72
5807,0.04191632437475181,9,00:00:00,2018,Sunday,0,2285,1158,0.4655219037317469,0.0,82.72
5810,0.03463647201557741,9,03:00:00,2018,Sunday,0,2601,1202,0.6072169886635798,0.0,82.72
5811,0.03353497108455091,9,04:00:00,2018,Sunday,0,2546,1204,0.5920429428481212,0.0,82.72
5812,0.03313687360430421,9,05:00:00,2018,Sunday,0,2554,1199,0.5806002475247525,0.0,82.72
5813,0.032408529946246246,9,06:00:00,2018,Sunday,0,2468,1188,0.5557075543395653,0.0,82.72
5814,0.03505149498579334,9,07:00:00,2018,Sunday,3,2275,1132,0.4775241562806329,0.0,82.72
5816,0.03962884440541126,9,09:00:00,2018,Sunday,2378,1662,992,0.73033381712627,0.0,82.72
5817,0.03837098181558085,9,10:00:00,2018,Sunday,4031,970,775,0.8816974507708747,0.0,82.72
5818,0.03947795864042092,9,11:00:00,2018,Sunday,5214,864,685,1.1223033521407235,0.0,82.72
5822,0.03160890010690613,9,15:00:00,2018,Sunday,4761,1032,451,1.1134094151212552,0.0,82.72
5823,0.03825434527735176,9,16:00:00,2018,Sunday,3506,879,444,0.7178534264902631,0.0,82.72
5824,0.049916953702350886,9,17:00:00,2018,Sunday,1892,728,328,0.3366065311715003,0.0,82.72
5825,0.0593644635180543,9,18:00:00,2018,Sunday,455,519,298,0.1144502429368364,0.0,82.72
5826,0.062358284008492824,9,19:00:00,2018,Sunday,1,543,309,0.0704609284652238,0.0,82.72
5827,0.06048303928160857,9,20:00:00,2018,Sunday,0,696,330,0.0837072693154931,0.0,82.72
5828,0.05622309257976644,9,21:00:00,2018,Sunday,0,972,361,0.1200684561340299,0.0,82.72
5829,0.056377114538486366,9,22:00:00,2018,Sunday,0,1026,373,0.1292975970425138,0.0,82.72
5830,0.02990355744733746,10,00:00:00,2018,Monday,0,1058,361,0.1498574295068117,0.0,84.94
5832,0.02661726931894006,10,02:00:00,2018,Monday,0,957,491,0.1662838768948093,0.0,84.94
5833,0.02566560623921564,10,03:00:00,2018,Monday,0,989,558,0.1755759845647486,0.0,84.94
5835,0.02999685116909618,10,05:00:00,2018,Monday,0,1228,621,0.1934302751333821,0.0,84.94
5836,0.0422594383630697,10,06:00:00,2018,Monday,0,1434,830,0.2032133560721658,0.0,84.94
5838,0.05347971990808487,10,08:00:00,2018,Monday,255,1753,952,0.222774140136976,0.0,84.94
5839,0.050280181517366004,10,09:00:00,2018,Monday,958,1571,1045,0.2766039780202771,0.0,84.94
5840,0.046717401671857055,10,10:00:00,2018,Monday,1791,1433,1069,0.3449578143832865,0.0,84.94
5841,0.0445884255177659,10,11:00:00,2018,Monday,2414,1985,1063,0.4687205011584999,0.0,84.94
5842,0.04212154487288748,10,12:00:00,2018,Monday,2742,2458,1086,0.5774389123645048,0.0,84.94
5843,0.0407180448615949,10,13:00:00,2018,Monday,2767,2878,1080,0.6465724449572157,0.0,84.94
5844,0.04030765316253468,10,14:00:00,2018,Monday,2775,3313,1090,0.7371123433970015,0.0,84.94
5845,0.04212328993530886,10,15:00:00,2018,Monday,2415,3827,1111,0.7927762803234502,0.0,84.94
5846,0.04426501846863323,10,16:00:00,2018,Monday,1720,3968,1077,0.7087480356207438,0.0,84.94
5847,0.05024108540734841,10,17:00:00,2018,Monday,999,4135,1133,0.6409941699907947,0.0,84.94
5848,0.054126500447457496,10,18:00:00,2018,Monday,276,3474,1148,0.4331829839922172,0.0,84.94
5849,0.05613553711897108,10,19:00:00,2018,Monday,1,3371,1077,0.3651210504718917,0.0,84.94
5850,0.05129151230834475,10,20:00:00,2018,Monday,0,3514,1031,0.3829303226893588,0.0,84.94
5851,0.045836010913486144,10,21:00:00,2018,Monday,0,3669,1058,0.4404174042672132,0.0,84.94
5852,0.04230668928401801,10,22:00:00,2018,Monday,0,3497,910,0.4382022471910112,0.0,84.94
5854,0.03319609576012188,10,00:00:00,2018,Tuesday,0,3444,728,0.5097751710654936,0.0,85.63
5856,0.030093805531739733,10,02:00:00,2018,Tuesday,0,3176,684,0.5086979441222984,0.0,85.63
5857,0.029029205998347702,10,03:00:00,2018,Tuesday,0,3267,696,0.5214473684210527,0.0,85.63
5858,0.029757590477680545,10,04:00:00,2018,Tuesday,0,3428,861,0.5622705820660724,0.0,85.63
5860,0.041431262629450696,10,06:00:00,2018,Tuesday,0,3865,1204,0.5352692713833157,0.0,85.63
5862,0.05237247674545131,10,08:00:00,2018,Tuesday,340,4531,1143,0.5519963285910968,0.0,85.63
5863,0.0492665040220504,10,09:00:00,2018,Tuesday,1066,4798,988,0.6680967238689548,0.0,85.63
5864,0.045847486633602205,10,10:00:00,2018,Tuesday,1682,5552,851,0.858918516944651,0.0,85.63
5865,0.0439867186417707,10,11:00:00,2018,Tuesday,2134,6460,911,1.1383233532934132,0.0,85.63
5867,0.0403786230577568,10,13:00:00,2018,Tuesday,1886,7716,909,1.43143129511099,0.0,85.63
5868,0.04004873016328737,10,14:00:00,2018,Tuesday,1655,8008,965,1.527230923983331,0.0,85.63
5869,0.04140838553650221,10,15:00:00,2018,Tuesday,1281,8009,967,1.4540686135525942,0.0,85.63
5870,0.04326886023227028,10,16:00:00,2018,Tuesday,855,8068,968,1.4031777557100298,0.0,85.63
5871,0.04921507944559353,10,17:00:00,2018,Tuesday,478,8098,965,1.353141398383208,0.0,85.63
5872,0.05249598697661195,10,18:00:00,2018,Tuesday,128,7852,950,1.164428217499022,0.0,85.63
5874,0.049489017968848505,10,20:00:00,2018,Tuesday,0,7771,926,1.0902594960511471,0.0,85.63
5875,0.04390554080910021,10,21:00:00,2018,Tuesday,0,7724,932,1.2402923054878925,0.0,85.63
5876,0.040318562541654154,10,22:00:00,2018,Tuesday,0,7571,896,1.4050779953534682,0.0,85.63
5878,,10,00:00:00,2018,Holiday,0,7584,912,2.1076655916645994,0.0,85.45
5879,,10,01:00:00,2018,Holiday,0,7455,924,2.2918490153172866,0.0,85.45
5880,,10,02:00:00,2018,Holiday,0,7650,933,2.81871921182266,0.0,85.45
5881,,10,03:00:00,2018,Holiday,0,7556,1008,2.8134034165571618,0.0,85.45
5882,,10,04:00:00,2018,Holiday,0,7435,1023,2.7381029459371966,0.0,85.45
5883,,10,05:00:00,2018,Holiday,0,7254,1022,2.4667660208643816,0.0,85.45
5884,,10,06:00:00,2018,Holiday,0,7411,1026,2.8814890710382515,0.0,85.45
5885,,10,07:00:00,2018,Holiday,1,7177,959,2.2876019117233626,0.0,85.45
5887,,10,09:00:00,2018,Holiday,883,6536,883,1.68192868719611,0.0,85.45
5889,,10,11:00:00,2018,Holiday,2553,6390,811,2.290208969241606,0.0,85.45
5890,,10,12:00:00,2018,Holiday,2953,6529,778,2.5522388059701493,0.0,85.45
5891,,10,13:00:00,2018,Holiday,3168,6338,835,2.998260365323282,0.0,85.45
5893,,10,15:00:00,2018,Holiday,2975,5836,942,2.8736004714201533,0.0,85.45
5894,,10,16:00:00,2018,Holiday,2304,5442,893,2.051044634377968,0.0,85.45
5896,,10,18:00:00,2018,Holiday,300,3926,968,0.6376918354818907,0.0,85.45
5898,,10,20:00:00,2018,Holiday,0,3013,875,0.3795392424834049,0.0,85.45
5900,,10,22:00:00,2018,Holiday,0,2920,739,0.3872367446290612,0.0,85.45
5901,,10,23:00:00,2018,Holiday,0,2907,573,0.3942449303274045,0.0,85.45
5902,0.034190979394810486,10,00:00:00,2018,Thursday,0,2627,480,0.3715173980628961,0.0,86.07
5903,0.03245612351263671,10,01:00:00,2018,Thursday,0,2443,447,0.354036506186451,0.0,86.07
5904,0.031001416847763398,10,02:00:00,2018,Thursday,0,2320,523,0.3596457938013915,0.0,86.07
5905,0.030381469019192635,10,03:00:00,2018,Thursday,0,2050,591,0.3208991494532199,0.0,86.07
5906,0.031135420059648727,10,04:00:00,2018,Thursday,0,1998,663,0.314390359168242,0.0,86.07
5907,0.03423229816073938,10,05:00:00,2018,Thursday,0,1991,683,0.2880534310029085,0.0,86.07
5908,0.0422811405350035,10,06:00:00,2018,Thursday,0,1954,543,0.2208952583156404,0.0,86.07
5909,0.05033187918113392,10,07:00:00,2018,Thursday,1,1944,504,0.1846629467651938,0.0,86.07
5910,0.05272044983826963,10,08:00:00,2018,Thursday,362,1795,376,0.1844193665817255,0.0,86.07
5911,0.04904011882505265,10,09:00:00,2018,Thursday,1409,1484,253,0.2365591397849462,0.0,86.07
5912,0.0452440486921363,10,10:00:00,2018,Thursday,2497,1218,291,0.316354734265182,0.0,86.07
5913,0.04352439625282041,10,11:00:00,2018,Thursday,3321,1215,387,0.4117597858815657,0.0,86.07
5915,0.03964242833115335,10,13:00:00,2018,Thursday,4150,1335,569,0.5704862419901998,0.0,86.07
5917,0.041010505312871384,10,15:00:00,2018,Thursday,3653,1404,536,0.536036036036036,0.0,86.07
5918,0.04335140302992972,10,16:00:00,2018,Thursday,2732,1418,521,0.4198651685393258,0.0,86.07
5919,0.04861189406254324,10,17:00:00,2018,Thursday,1495,1312,624,0.2816912972085386,0.0,86.07
5920,0.051314148007878244,10,18:00:00,2018,Thursday,333,1193,606,0.1559961952147508,0.0,86.07
5923,0.04283521786716589,10,21:00:00,2018,Thursday,0,1666,673,0.1811212637447731,0.0,86.07
5924,0.040131466865094334,10,22:00:00,2018,Thursday,0,1742,796,0.2186234817813765,0.0,86.07
5925,0.03494363298609491,10,23:00:00,2018,Thursday,0,1919,953,0.2766059905614947,0.0,86.07
5926,0.034830659785186215,10,00:00:00,2018,Friday,0,2148,1011,0.3414765971246352,0.0,85.12
5927,0.032705328497698416,10,01:00:00,2018,Friday,0,2266,1043,0.3903043170559094,0.0,85.12
5928,0.031199714046589482,10,02:00:00,2018,Friday,0,2299,1039,0.4044589846116563,0.0,85.12
5929,0.03047869298367973,10,03:00:00,2018,Friday,0,2393,912,0.3978572288431443,0.0,85.12
5930,0.03144029850746268,10,04:00:00,2018,Friday,0,2420,834,0.3791656956420415,0.0,85.12
5931,0.03444326265866927,10,05:00:00,2018,Friday,0,2345,771,0.3314188470538183,0.0,85.12
5932,0.04258930813223601,10,06:00:00,2018,Friday,0,2225,643,0.2570353109876322,0.0,85.12
5934,0.05310866229599665,10,08:00:00,2018,Friday,510,2088,569,0.238496874764666,0.0,85.12
5935,0.049313363091086616,10,09:00:00,2018,Friday,2037,1831,579,0.3665210582708316,0.0,85.12
5936,0.04600174361835681,10,10:00:00,2018,Friday,3693,1170,583,0.4811804205690051,0.0,85.12
5937,0.0440276886595062,10,11:00:00,2018,Friday,4958,861,547,0.6062857142857143,0.0,85.12
5939,0.038838436323057605,10,13:00:00,2018,Friday,5938,1049,477,0.8187801667397981,0.0,85.12
5940,0.038321558097363644,10,14:00:00,2018,Friday,5609,1079,446,0.806739794187493,0.0,85.12
5941,0.03967718649741944,10,15:00:00,2018,Friday,4829,1136,385,0.668984407922461,0.0,85.12
5943,0.04810109499232808,10,17:00:00,2018,Friday,1871,1003,296,0.2656498784882259,0.0,85.12
5944,0.050520016738736226,10,18:00:00,2018,Friday,369,986,289,0.1210782147591692,0.0,85.12
5945,0.05106053842934858,10,19:00:00,2018,Friday,0,1480,265,0.1240403753198749,0.0,85.12
5946,0.047664667317617516,10,20:00:00,2018,Friday,0,2152,236,0.1790104947526236,0.0,85.12
5947,0.04341860789510391,10,21:00:00,2018,Friday,0,2688,193,0.2413504230543687,0.0,85.12
5949,0.03682236016180778,10,23:00:00,2018,Friday,0,2982,159,0.3183015808674503,0.0,85.12
5950,0.04228428907262505,10,00:00:00,2018,Saturday,0,2761,139,0.3143631436314363,0.0,85.12
5951,0.03898455736953149,10,01:00:00,2018,Saturday,0,2540,84,0.2987249544626594,0.0,85.12
5952,0.037791269199703326,10,02:00:00,2018,Saturday,0,2421,62,0.2915688116486613,0.0,85.12
5953,0.036573921302985674,10,03:00:00,2018,Saturday,0,2250,48,0.2696550105609012,0.0,85.12
5956,0.03776064772911669,10,06:00:00,2018,Saturday,0,1864,36,0.1995588698666106,0.0,85.12
5958,0.04560131241476956,10,08:00:00,2018,Saturday,433,1985,53,0.2360301843538065,0.0,85.12
5959,0.04663707746703818,10,09:00:00,2018,Saturday,1709,1841,34,0.3596949016459253,0.0,85.12
5960,0.04359259346688037,10,10:00:00,2018,Saturday,3176,1283,46,0.4792043399638336,0.0,85.12
5961,0.04157566202216268,10,11:00:00,2018,Saturday,4236,787,86,0.5622936385648251,0.0,85.12
5963,0.03526442011271012,10,13:00:00,2018,Saturday,4884,797,172,0.7452253628724217,0.0,85.12
5964,0.03415614572914674,10,14:00:00,2018,Saturday,4511,849,200,0.7318678425694353,0.0,85.12
5965,0.035934667152868485,10,15:00:00,2018,Saturday,3620,982,207,0.5907862407862408,0.0,85.12
5967,0.04753512843932352,10,17:00:00,2018,Saturday,1143,803,406,0.2197720052326668,0.0,85.12
5968,0.052416983212335885,10,18:00:00,2018,Saturday,211,760,447,0.1194507623620588,0.0,85.12
5970,0.04977305445950134,10,20:00:00,2018,Saturday,0,1376,831,0.1939708208824046,0.0,85.12
5971,0.045095521655322414,10,21:00:00,2018,Saturday,0,1653,1081,0.2712570691536858,0.0,85.12
5972,0.04394176902299021,10,22:00:00,2018,Saturday,0,1809,1091,0.3072684890866709,0.0,85.12
5973,0.038330776591858386,10,23:00:00,2018,Saturday,0,2072,1089,0.3794717887154862,0.0,85.12
5974,0.04191632437475181,10,00:00:00,2018,Sunday,0,2460,940,0.4758572428271518,0.0,85.12
5975,0.03815065176086385,10,01:00:00,2018,Sunday,0,2608,733,0.5014257841812997,0.0,85.12
5977,0.03463647201557741,10,03:00:00,2018,Sunday,0,2962,732,0.627697536108751,0.0,85.12
5979,0.03313687360430421,10,05:00:00,2018,Sunday,0,3215,766,0.6741744284504657,0.0,85.12
5980,0.032408529946246246,10,06:00:00,2018,Sunday,0,3118,765,0.625886524822695,0.0,85.12
5981,0.03505149498579334,10,07:00:00,2018,Sunday,1,3147,735,0.5766260766260767,0.0,85.12
5982,0.03804934772531276,10,08:00:00,2018,Sunday,234,2964,660,0.5212104836530668,0.0,85.12
5983,0.03962884440541126,10,09:00:00,2018,Sunday,1082,2589,591,0.5487318140852324,0.0,85.12
5984,0.03837098181558085,10,10:00:00,2018,Sunday,2093,2325,428,0.6366263794009459,0.0,85.12
5985,0.03947795864042092,10,11:00:00,2018,Sunday,2979,2361,239,0.7581193096888165,0.0,85.12
5986,0.037034117012276456,10,12:00:00,2018,Sunday,3434,2132,196,0.7868359961764304,0.0,85.12
5987,0.030845908975264118,10,13:00:00,2018,Sunday,3583,1820,147,0.785673839184598,0.0,85.12
5989,0.03160890010690613,10,15:00:00,2018,Sunday,2960,1280,64,0.5657202944269191,0.0,85.12
5990,0.03825434527735176,10,16:00:00,2018,Sunday,2076,1098,24,0.3726404101608017,0.0,85.12
5992,0.0593644635180543,10,18:00:00,2018,Sunday,220,739,6,0.0836656840645049,0.0,85.12
5993,0.062358284008492824,10,19:00:00,2018,Sunday,0,820,13,0.0669398907103825,0.0,85.12
5994,0.06048303928160857,10,20:00:00,2018,Sunday,0,836,51,0.0727108779408148,0.0,85.12
5995,0.05622309257976644,10,21:00:00,2018,Sunday,0,894,116,0.0891281327214966,0.0,85.12
5996,0.056377114538486366,10,22:00:00,2018,Sunday,0,835,252,0.098415572657311,0.0,85.12
5997,0.04868904674072336,10,23:00:00,2018,Sunday,0,875,474,0.1324626865671641,0.0,85.12
5998,0.02990355744733746,10,00:00:00,2018,Monday,0,976,638,0.1721783656923405,0.0,84.22
5999,0.027689341705740122,10,01:00:00,2018,Monday,0,1017,823,0.2107191937700412,0.0,84.22
6000,0.02661726931894006,10,02:00:00,2018,Monday,0,1024,942,0.2315938273059253,0.0,84.22
6001,0.02566560623921564,10,03:00:00,2018,Monday,0,1105,926,0.2393071756804524,0.0,84.22
6002,0.026092945179098947,10,04:00:00,2018,Monday,0,1199,919,0.2421401623413742,0.0,84.22
6003,0.02999685116909618,10,05:00:00,2018,Monday,0,1279,976,0.236323621882205,0.0,84.22
6004,0.0422594383630697,10,06:00:00,2018,Monday,0,1463,1081,0.2263345195729537,0.0,84.22
6005,0.05096048739056487,10,07:00:00,2018,Monday,0,1530,1088,0.1983032873806998,0.0,84.22
6006,0.05347971990808487,10,08:00:00,2018,Monday,296,1556,1085,0.2142857142857142,0.0,84.22
6007,0.050280181517366004,10,09:00:00,2018,Monday,1266,1507,1056,0.2962705044877747,0.0,84.22
6008,0.046717401671857055,10,10:00:00,2018,Monday,2348,1112,1043,0.3600383785080355,0.0,84.22
6009,0.0445884255177659,10,11:00:00,2018,Monday,3344,812,1048,0.4372374390858679,0.0,84.22
6010,0.04212154487288748,10,12:00:00,2018,Monday,4113,869,1011,0.5447686573947823,0.0,84.22
6013,0.04212328993530886,10,15:00:00,2018,Monday,4018,833,1027,0.5667180871577323,0.0,84.22
6014,0.04426501846863323,10,16:00:00,2018,Monday,2831,771,1027,0.4132297803963577,0.0,84.22
6015,0.05024108540734841,10,17:00:00,2018,Monday,1367,646,1084,0.2460475093350282,0.0,84.22
6017,0.05613553711897108,10,19:00:00,2018,Monday,0,826,1130,0.1314692835058475,0.0,84.22
6019,0.045836010913486144,10,21:00:00,2018,Monday,0,1134,959,0.1596247712019524,0.0,84.22
6021,0.03627588779127819,10,23:00:00,2018,Monday,0,1157,857,0.1828083870382136,0.0,84.22
6023,0.03156882402324182,10,01:00:00,2018,Tuesday,0,1143,745,0.1932248490430866,0.0,85.16
6024,0.030093805531739733,10,02:00:00,2018,Tuesday,0,1055,649,0.1781867614765241,0.0,85.16
6025,0.029029205998347702,10,03:00:00,2018,Tuesday,0,1025,707,0.1792775075043991,0.0,85.16
6026,0.029757590477680545,10,04:00:00,2018,Tuesday,0,1058,718,0.1810766721044045,0.0,85.16
6027,0.03289765072134374,10,05:00:00,2018,Tuesday,0,1011,713,0.1612118945202917,0.0,85.16
6028,0.041431262629450696,10,06:00:00,2018,Tuesday,0,1060,807,0.1526199623967955,0.0,85.16
6030,0.05237247674545131,10,08:00:00,2018,Tuesday,265,1135,829,0.1558741258741258,0.0,85.16
6032,0.045847486633602205,10,10:00:00,2018,Tuesday,2154,1053,976,0.3310907076143739,0.0,85.16
6034,0.04174596930552413,10,12:00:00,2018,Tuesday,3887,827,1000,0.5097689356766884,0.0,85.16
6035,0.0403786230577568,10,13:00:00,2018,Tuesday,4250,910,1043,0.5772380420621627,0.0,85.16
6036,0.04004873016328737,10,14:00:00,2018,Tuesday,4160,833,1026,0.5742772636198836,0.0,85.16
6037,0.04140838553650221,10,15:00:00,2018,Tuesday,3623,734,975,0.4838914602051002,0.0,85.16
6039,0.04921507944559353,10,17:00:00,2018,Tuesday,1266,554,857,0.2030337504740235,0.0,85.16
6040,0.05249598697661195,10,18:00:00,2018,Tuesday,183,565,813,0.108080038773108,0.0,85.16
6041,0.05351923176505864,10,19:00:00,2018,Tuesday,0,746,710,0.0941541645111226,0.0,85.16
6042,0.049489017968848505,10,20:00:00,2018,Tuesday,0,953,675,0.1101190476190476,0.0,85.16
6044,0.040318562541654154,10,22:00:00,2018,Tuesday,0,1273,617,0.1524316477135253,0.0,85.16
