,Yearly Clock (cos),Yearly Clock (sin),Weekly Clock (cos),Weekly Clock (sin),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
4061,-0.9731915043990756,0.2299962951124732,0.8782868151989828,0.4781341550732679,7,06:00:00,2018,Thursday,157,1335,160,0.1458333333333333,0.0,71.94
4062,-0.9733559958825166,0.2292991610964903,0.8598729933418109,0.5105080169021776,7,07:00:00,2018,Thursday,838,1099,155,0.1681807219229841,0.0,71.94
4063,-0.9735199879824672,0.2286019094378196,0.8402664109021266,0.5421737348024696,7,08:00:00,2018,Thursday,2109,754,154,0.2383284619638202,0.0,71.94
4065,-0.9738464736956058,0.2272070546233844,0.7975853690371157,0.6032060834390912,7,10:00:00,2018,Thursday,4865,746,138,0.5336489371577091,0.0,71.94
4066,-0.9740089671412896,0.2265094521832542,0.7745701140114358,0.6324880540218221,7,11:00:00,2018,Thursday,5780,936,126,0.6804574838388862,0.0,71.94
4067,-0.974170960868474,0.2258117335317061,0.7504804250780293,0.6608926778038176,7,12:00:00,2018,Thursday,6229,1101,120,0.7859478847979745,0.0,71.94
4068,-0.9743324547940472,0.2251138990267064,0.7253497179059856,0.6883805537155354,7,13:00:00,2018,Thursday,6343,1124,133,0.8214440121054907,0.0,71.94
4069,-0.9744934488351542,0.2244159490262815,0.6992128521980461,0.7149135523411718,7,14:00:00,2018,Thursday,6317,1100,105,0.8387600356824264,0.0,71.94
4070,-0.9746539429091968,0.2237178838885169,0.672106083335382,0.7404548688094181,7,15:00:00,2018,Thursday,5885,1054,102,0.7553910524621822,0.0,71.94
4071,-0.974813936933833,0.2230197039715571,0.6440670120865789,0.7649690738466927,7,16:00:00,2018,Thursday,5196,940,99,0.640538319293199,0.0,71.94
4072,-0.9749734308269772,0.2223214096336058,0.615134532450186,0.7884221629224353,7,17:00:00,2018,Thursday,4114,887,103,0.4812370356402036,0.0,71.94
4073,-0.9751324245068004,0.2216230012329251,0.5853487777034805,0.8107816034179867,7,18:00:00,2018,Thursday,2726,875,118,0.3121799714597498,0.0,71.94
4074,-0.9752909178917306,0.2209244791278357,0.5547510647321855,0.8320163797537321,7,19:00:00,2018,Thursday,1345,864,125,0.1778150236172482,0.0,71.94
4075,-0.9754489109004522,0.2202258436767167,0.5233838367182474,0.8520970364119845,7,20:00:00,2018,Thursday,444,818,150,0.1042913065957604,0.0,71.94
4076,-0.9756064034519064,0.2195270952380053,0.4912906042655196,0.8709957187956899,7,21:00:00,2018,Thursday,34,933,135,0.0830256912529194,0.0,71.94
4077,-0.9757633954652908,0.2188282341701966,0.4585158850445551,0.8886862118666006,7,22:00:00,2018,Thursday,0,1261,137,0.1109171691526499,0.0,71.94
4078,-0.9759198868600606,0.2181292608318438,0.4251051420405764,0.9051439765090752,7,23:00:00,2018,Thursday,0,1413,103,0.1326566328316415,0.0,71.94
4079,-0.9760758775559272,0.2174301755815572,0.3911047204901693,0.9203461835691538,7,00:00:00,2018,Friday,0,1357,69,0.1353197950275194,0.0,71.99
4080,-0.9762313674728588,0.2167309787780049,0.3565617835940433,0.9342717455217378,7,01:00:00,2018,Friday,0,1147,48,0.1176528502510583,0.0,71.99
4081,-0.9763863565310812,0.2160316707799122,0.3215242470954243,0.9469013457217814,7,02:00:00,2018,Friday,0,948,35,0.0988734661033997,0.0,71.99
4082,-0.9765408446510766,0.2153322519460612,0.2860407128143108,0.9582174651991484,7,03:00:00,2018,Friday,0,860,19,0.0871850823249355,0.0,71.99
4083,-0.9766948317535842,0.2146327226352911,0.2501604012301764,0.9682044069597892,7,04:00:00,2018,Friday,0,811,38,0.0829587649013093,0.0,71.99
4085,-0.9770013025903792,0.2132333340186334,0.177409010951762,0.9841372073207666,7,06:00:00,2018,Friday,148,758,37,0.0791240140963248,0.0,71.99
4086,-0.9771537861674308,0.2125334754307064,0.1406388483128704,0.9900609649638902,7,07:00:00,2018,Friday,864,655,32,0.1199628741588676,0.0,71.99
4087,-0.9773057684125231,0.2118335078017821,0.1036736004975209,0.994611373632878,7,08:00:00,2018,Friday,2078,359,37,0.1887541008621347,0.0,71.99
4089,-0.9776082285951868,0.2104332468574792,0.0293631520898244,0.999568809687132,7,10:00:00,2018,Friday,4819,274,47,0.452186152898742,0.0,71.99
4090,-0.9777587063775802,0.2097329542605091,-0.0078789698218435,0.999968960435546,7,11:00:00,2018,Friday,5756,295,48,0.5652455977757183,0.0,71.99
4091,-0.977908682517658,0.209032554059358,-0.0451101625326795,0.9989820184749448,7,12:00:00,2018,Friday,6085,319,50,0.629412912034328,0.0,71.99
4092,-0.9780581569384744,0.2083320466133685,-0.0822787813236967,0.9966093528278206,7,13:00:00,2018,Friday,6162,349,44,0.6632601436810684,0.0,71.99
4093,-0.978207129563341,0.2076314322819382,-0.1193332682744023,0.992854254703554,7,14:00:00,2018,Friday,5890,402,36,0.649025641025641,0.0,71.99
4094,-0.978355600315827,0.2069307114245196,-0.156222223780746,0.987721932933049,7,15:00:00,2018,Friday,5368,424,40,0.5773685773685774,0.0,71.99
4095,-0.978503569119759,0.2062298844006199,-0.1928944778531791,0.981219506743394,7,16:00:00,2018,Friday,4604,437,51,0.4885818460947995,0.0,71.99
4096,-0.9786510358992212,0.2055289515698007,-0.2292991610964909,0.9733559958825164,7,17:00:00,2018,Friday,3613,495,68,0.3723584485064645,0.0,71.99
4097,-0.9787980005785548,0.2048279132916779,-0.2653857752725371,0.9641423081075712,7,18:00:00,2018,Friday,2382,595,80,0.2526446280991735,0.0,71.99
4098,-0.97894446308236,0.2041267699259214,-0.3011042633481256,0.9535912240544072,7,19:00:00,2018,Friday,1136,740,102,0.152918438345574,0.0,71.99
4100,-0.9792358812630684,0.2027241693704568,-0.3712392549973776,0.9285372451059742,7,21:00:00,2018,Friday,23,1198,126,0.1100040832993058,0.0,71.99
4101,-0.979380836790459,0.2020227129003576,-0.4055584718157117,0.91406910348097,7,22:00:00,2018,Friday,0,1499,145,0.1414436892368579,0.0,71.99
4102,-0.9795252898432946,0.201321152781842,-0.4393151239729489,0.8983330239107502,7,23:00:00,2018,Friday,0,1656,154,0.1709966934341048,0.0,71.99
4103,-0.979669240347463,0.2006194893748477,-0.4724623864095466,0.8813508344741021,7,00:00:00,2018,Saturday,0,1799,151,0.2029769959404601,0.0,71.99
4104,-0.9798126882291102,0.1999177230393655,-0.5049542793723144,0.8631460917733375,7,01:00:00,2018,Saturday,0,1717,155,0.2040771830371743,0.0,71.99
4105,-0.9799556334146396,0.1992158541354385,-0.536745732194422,0.8437440482581633,7,02:00:00,2018,Saturday,0,1457,148,0.1778393351800554,0.0,71.99
4107,-0.9802400154042492,0.1978118100626891,-0.5980519539486525,0.801457335344932,7,04:00:00,2018,Saturday,0,1290,132,0.1621991559256302,0.0,71.99
4111,-0.9808027438204456,0.1950025069435909,-0.7103912554258216,0.7038069793732691,7,08:00:00,2018,Saturday,1201,760,144,0.2056065637819886,0.0,71.99
4113,-0.9810810890921944,0.1935972536625301,-0.7608012318542702,0.6489849656263426,7,10:00:00,2018,Saturday,2715,460,117,0.3156582606194266,0.0,71.99
4116,-0.9814948317213612,0.1914886296996684,-0.8284229155718807,0.5601030913638887,7,13:00:00,2018,Saturday,3710,428,66,0.4543391332540797,0.0,71.99
4118,-0.981768142463,0.1900823885707215,-0.867810539484406,0.4968952279503037,7,15:00:00,2018,Saturday,3253,407,53,0.4080668205297285,0.0,71.99
4119,-0.9819040423197554,0.1893791215422757,-0.885711945622975,0.4642352306544219,7,16:00:00,2018,Saturday,2828,462,67,0.3578509753757595,0.0,71.99
4120,-0.982039438407417,0.1886757573522496,-0.9023847490441896,0.4309312760666776,7,17:00:00,2018,Saturday,2187,478,66,0.2704495939790057,0.0,71.99
4121,-0.9821743306565194,0.1879722963615065,-0.9178058223061196,0.3970295612935988,7,18:00:00,2018,Saturday,1471,504,94,0.1927520029811812,0.0,71.99
4122,-0.9823087189978555,0.1872687389309594,-0.931953774286497,0.3625771126162723,7,19:00:00,2018,Saturday,723,602,136,0.1306330472103004,0.0,71.99
4123,-0.9824426033624774,0.1865650854215707,-0.9448089798551482,0.3276217202584011,7,20:00:00,2018,Saturday,255,605,126,0.0876834148510449,0.0,71.99
4124,-0.9825759836816949,0.1858613361943522,-0.95635360709665,0.2922118720949343,7,21:00:00,2018,Saturday,21,616,97,0.0665518179345362,0.0,71.99
4125,-0.9827088598870766,0.1851574916103643,-0.9665716420456608,0.2563966863926963,7,22:00:00,2018,Saturday,0,617,61,0.0617092928005825,0.0,71.99
4126,-0.98284123191045,0.1844535520307177,-0.975448910900454,0.2202258436767086,7,23:00:00,2018,Saturday,0,641,42,0.0659712160726359,0.0,71.99
4128,-0.9831044631397762,0.1830453893291294,-0.9891337713246428,0.1470183064284483,7,01:00:00,2018,Sunday,0,664,23,0.0737995488237189,0.0,71.99
4130,-0.983365676829466,0.1816368509794365,-0.997332283663552,0.0729953146609041,7,03:00:00,2018,Sunday,0,695,10,0.0804519000342348,0.0,71.99
4132,-0.983624872443454,0.1802279398722596,-0.9999989738935628,-0.0014325542996008,7,05:00:00,2018,Sunday,0,688,16,0.0813496648948463,0.0,71.99
4133,-0.9837537133056714,0.1795233454381429,-0.9992520615333396,-0.0386693356727424,7,06:00:00,2018,Sunday,76,693,48,0.0961742201294879,0.0,71.99
4134,-0.9838820494498152,0.1788186588989842,-0.997119050900208,-0.0758524774273596,7,07:00:00,2018,Sunday,428,683,99,0.1424870466321243,0.0,71.99
4135,-0.984009880810042,0.1781138806163253,-0.9936029007695056,-0.1129304014976653,7,08:00:00,2018,Sunday,1051,531,87,0.1895083456341546,0.0,71.99
4136,-0.984137207320768,0.1774090109517549,-0.988708488518838,-0.149851675769058,7,09:00:00,2018,Sunday,1869,417,69,0.266946270686919,0.0,71.99
4138,-0.9843903455326736,0.1759989989234693,-0.9748139369338344,-0.2230197039715512,7,11:00:00,2018,Sunday,3432,537,87,0.4917555771096023,0.0,71.99
4139,-0.9845161571039804,0.1752938572831654,-0.9658330712289454,-0.2591649639138417,7,12:00:00,2018,Sunday,3898,593,74,0.5743583291394061,0.0,71.99
4140,-0.984641463566039,0.1745886257077722,-0.9555124639278336,-0.2949507268656252,7,13:00:00,2018,Sunday,4019,700,64,0.6468758452799567,0.0,71.99
4142,-0.9848905609055164,0.1731778941990498,-0.9309111274161042,-0.3652457704791089,7,15:00:00,2018,Sunday,3746,1107,68,0.7229322755986485,0.0,71.99
4143,-0.9850143516551348,0.172472394989501,-0.916664523599222,-0.3996575423717302,7,16:00:00,2018,Sunday,3358,1178,78,0.6530785562632696,0.0,71.99
4144,-0.985137637039905,0.171766807292423,-0.9011463816370524,-0.4335149349935337,7,17:00:00,2018,Sunday,2501,1284,74,0.4907171922685656,0.0,71.99
4145,-0.985260416996575,0.1710611314698208,-0.8843782272993193,-0.4667709835443005,7,18:00:00,2018,Sunday,1679,1232,58,0.3266226622662266,0.0,71.99
4146,-0.985382691462152,0.1703553678837432,-0.8663833202926331,-0.4993795573696551,7,19:00:00,2018,Sunday,876,946,46,0.1816237238697131,0.0,71.99
4147,-0.9855044603739028,0.1696495168962847,-0.8471866219960654,-0.5312954239506452,7,20:00:00,2018,Sunday,305,746,45,0.0995097149082985,0.0,71.99
4150,-0.9858667331627556,0.1675314431472379,-0.7826601749887017,-0.6224492352687525,7,23:00:00,2018,Sunday,0,613,22,0.0583318023148998,0.0,71.99
4151,-0.9859864792370564,0.1668252461760926,-0.7589386987058931,-0.6511620778320906,7,00:00:00,2018,Monday,0,556,25,0.0565890717833836,0.0,73.45
4153,-0.9862244537336768,0.1654125958254414,-0.7083718583194833,-0.7058394366575177,7,02:00:00,2018,Monday,0,559,15,0.0599477806788511,0.0,73.45
4154,-0.9863426820339029,0.1647061431707002,-0.681596637288728,-0.7317281079996163,7,03:00:00,2018,Monday,0,521,26,0.0573074908328968,0.0,73.45
4155,-0.9864604042877764,0.1639996060129314,-0.6538759491850358,-0.7566017731127574,7,04:00:00,2018,Monday,0,482,32,0.0525025536261491,0.0,73.45
4156,-0.9865776204348996,0.163292984714626,-0.6252482463662661,-0.7804259288464914,7,05:00:00,2018,Monday,0,526,33,0.0535799865810409,0.0,73.45
4157,-0.9866943304151344,0.1625862796383186,-0.5957532393428927,-0.8031675278623072,7,06:00:00,2018,Monday,99,575,21,0.0590083205977245,0.0,73.45
4158,-0.9868105341686024,0.1618794911465863,-0.5654318416940496,-0.8247950244748542,7,07:00:00,2018,Monday,628,447,16,0.0827392689215835,0.0,73.45
4159,-0.9869262316356846,0.1611726196020495,-0.5343261133148633,-0.8452784184100715,7,08:00:00,2018,Monday,1559,245,23,0.1330372096410107,0.0,73.45
4160,-0.9870414227570224,0.1604656653673708,-0.5024792020736932,-0.8645892964196265,7,09:00:00,2018,Monday,2760,211,28,0.230550430504305,0.0,73.45
4161,-0.9871561074735165,0.1597586288052555,-0.4699352839600811,-0.8827008716940059,7,10:00:00,2018,Monday,4041,269,23,0.3580695810263614,0.0,73.45
4162,-0.9872702857263272,0.159051510278451,-0.4367395018068033,-0.8995880210193693,7,11:00:00,2018,Monday,5208,343,10,0.494047619047619,0.0,73.45
4163,-0.9873839574568756,0.1583443101497467,-0.4029379026705351,-0.9152273196269168,7,12:00:00,2018,Monday,5828,383,10,0.582327061686792,0.0,73.45
4164,-0.9874971226068414,0.1576370287819736,-0.3685773739583562,-0.9295970736862084,7,13:00:00,2018,Monday,5986,416,16,0.6142214565987176,0.0,73.45
4165,-0.9876097811181652,0.1569296665380056,-0.333705578388578,-0.9426773503974436,7,14:00:00,2018,Monday,5760,463,26,0.6100156188988677,0.0,73.45
4166,-0.9877219329330472,0.1562222237807568,-0.2983708878759755,-0.9544500056409984,7,15:00:00,2018,Monday,5417,504,41,0.5732692307692308,0.0,73.45
4167,-0.9878335779939476,0.155514700873183,-0.2626223164335342,-0.964898709145724,7,16:00:00,2018,Monday,4797,532,43,0.5048872180451128,0.0,73.45
4169,-0.9880553476249434,0.154099416059089,-0.1900823885707143,-0.9817681424630011,7,18:00:00,2018,Monday,2519,564,38,0.2495203070035177,0.0,73.45
4170,-0.9881654720812594,0.1533916548786854,-0.1533916548787005,-0.988165472081257,7,19:00:00,2018,Monday,1243,550,30,0.1332310165899291,0.0,73.45
4171,-0.9882750895560344,0.1526838150001895,-0.116488146136108,-0.9931920820313525,7,20:00:00,2018,Monday,392,425,30,0.0596017169798043,0.0,73.45
4174,-0.9886008995300184,0.1505598268079443,-0.0050139207555215,-0.999987430220329,7,23:00:00,2018,Monday,0,348,23,0.0293419803859538,0.0,73.45
4175,-0.9887084885188352,0.1498516757690758,0.0322269018244985,-0.9994805785000498,7,00:00:00,2018,Tuesday,0,333,26,0.0305557919822963,0.0,73.53
4176,-0.9888155702475148,0.1491434478483129,0.0694230213164277,-0.9975873115228054,7,01:00:00,2018,Tuesday,0,327,22,0.0311634967407804,0.0,73.53
4177,-0.988922144661118,0.1484351434090142,0.1065228416525673,-0.9943102555069327,7,02:00:00,2018,Tuesday,0,304,36,0.0314058747459818,0.0,73.53
4178,-0.9890282117049672,0.1477267628145777,0.1434749003452499,-0.989653956174036,7,03:00:00,2018,Tuesday,0,296,43,0.0315260857435134,0.0,73.53
4179,-0.989133771324644,0.1470183064284403,0.1802279398722409,-0.9836248724434574,7,04:00:00,2018,Tuesday,0,270,33,0.0277752314602621,0.0,73.53
4180,-0.9892388234659908,0.146309774614078,0.216730978777992,-0.9762313674728618,7,05:00:00,2018,Tuesday,0,274,36,0.0269823309252328,0.0,73.53
4181,-0.98934336807511,0.1456011677350052,0.2529333823916739,-0.967483697057427,7,06:00:00,2018,Tuesday,116,333,24,0.0373558679513505,0.0,73.53
4184,-0.9896539561740364,0.1434749003452464,0.3592371073788428,-0.933246323690633,7,09:00:00,2018,Tuesday,3642,81,56,0.3004691102806711,0.0,73.53
4185,-0.989756470120481,0.1427659968432452,0.3937400042897627,-0.9192218497304652,7,10:00:00,2018,Tuesday,5000,75,41,0.4383890317052271,0.0,73.53
4186,-0.9898584762691176,0.1420570200946805,0.4276967303585798,-0.90392229026647,7,11:00:00,2018,Tuesday,5989,99,27,0.5554041780199819,0.0,73.53
4187,-0.9899599745676122,0.141347970463295,0.4610601829960979,-0.8873688678647705,7,12:00:00,2018,Tuesday,6479,118,29,0.6274621212121212,0.0,73.53
4188,-0.9900609649638904,0.140638848312869,0.4937840825639163,-0.8695845443696153,7,13:00:00,2018,Tuesday,6630,134,40,0.6597498303112577,0.0,73.53
4189,-0.9901614474061388,0.13992965400722,0.5258230365705466,-0.8505939890521973,7,14:00:00,2018,Tuesday,6471,141,49,0.6621930609404514,0.0,73.53
4190,-0.9902614218428044,0.1392203879102025,0.5571326026370585,-0.8304235443909677,7,15:00:00,2018,Tuesday,6012,163,35,0.6023278370514064,0.0,73.53
4192,-0.9904598464944798,0.1378016417976635,0.6173909204783931,-0.7866565014737008,7,17:00:00,2018,Tuesday,4047,251,9,0.3672094807741495,0.0,73.53
4193,-0.9905582966076868,0.1370921625100344,0.6462560857853928,-0.763120614048227,7,18:00:00,2018,Tuesday,2646,300,9,0.2296572627652133,0.0,73.53
4194,-0.9906562385117068,0.1363826128868211,0.6742248061623619,-0.7385261747259371,7,19:00:00,2018,Tuesday,1273,376,10,0.1175595238095238,0.0,73.53
4195,-0.9907536721562896,0.1356729932920604,0.701258285197004,-0.7129072993332004,7,20:00:00,2018,Tuesday,387,378,9,0.0531958762886597,0.0,73.53
4196,-0.990850597491447,0.1349633040898248,0.7273190237836731,-0.6862995247283542,7,21:00:00,2018,Tuesday,16,461,10,0.0341874341874341,0.0,73.53
4201,-0.9913275977945054,0.1314138267115574,0.8418163471287228,-0.5397640574425585,7,02:00:00,2018,Wednesday,0,793,22,0.0763323030813899,0.0,73.67
4202,-0.9914214722379542,0.1307037275119857,0.8613321234671238,-0.50804229458148,7,03:00:00,2018,Wednesday,0,646,37,0.0637424171721885,0.0,73.67
4203,-0.9915148380293604,0.1299935612544369,0.8796531152114163,-0.4756158080834263,7,04:00:00,2018,Wednesday,0,497,34,0.0483298443615181,0.0,73.67
4204,-0.9916076951208226,0.129283328303265,0.8967539086587275,-0.4425295778875064,7,05:00:00,2018,Wednesday,0,385,54,0.0376727023084184,0.0,73.67
4205,-0.9917000434647,0.1285730290228569,0.9126107826868404,-0.4088294990869819,7,06:00:00,2018,Wednesday,112,395,56,0.0441776522284996,0.0,73.67
4206,-0.9917918830136128,0.1278626637776339,0.927201741658668,-0.374562318266444,7,07:00:00,2018,Wednesday,766,350,67,0.0860676609676246,0.0,73.67
4207,-0.9918832137204426,0.1271522329320514,0.9405065459331732,-0.339775568657978,7,08:00:00,2018,Wednesday,2000,216,75,0.1661589788221642,0.0,73.67
4208,-0.991974035538332,0.1264417368505982,0.9525067399404902,-0.3045175042061446,7,09:00:00,2018,Wednesday,3512,123,76,0.2884346339188559,0.0,73.67
4209,-0.9920643484206844,0.1257311758977966,0.963185677782342,-0.2688370326330997,7,10:00:00,2018,Wednesday,4827,115,72,0.414037985136251,0.0,73.67
4210,-0.9921541523211648,0.1250205504382022,0.9725285463221052,-0.2327836475971048,7,11:00:00,2018,Wednesday,5767,187,68,0.5231517678742073,0.0,73.67
4211,-0.9922434471936984,0.1243098608364038,0.9805223857326792,-0.1964073600379962,7,12:00:00,2018,Wednesday,6225,294,70,0.602836230558097,0.0,73.67
4212,-0.9923322329924728,0.1235991074570231,0.9871561074735172,-0.1597586288052492,7,13:00:00,2018,Wednesday,6266,407,68,0.6297645739910314,0.0,73.67
4213,-0.9924205096719356,0.1228882906647143,0.9924205096719336,-0.1228882906647304,7,14:00:00,2018,Wednesday,5822,537,60,0.6051093514328808,0.0,73.67
4214,-0.9925082771867968,0.1221774108241644,0.996308289887365,-0.0858474897810899,7,15:00:00,2018,Wednesday,5252,682,82,0.5654666791991728,0.0,73.67
4215,-0.9925955354920264,0.1214664683000926,0.9988140552408228,-0.0486876067740296,7,16:00:00,2018,Wednesday,4458,966,102,0.5033245286455962,0.0,73.67
4216,-0.9926822845428565,0.1207554634572502,0.9999343298955664,-0.0114601874462956,7,17:00:00,2018,Wednesday,3384,1222,121,0.4116161616161616,0.0,73.67
4217,-0.99276852429478,0.1200443966604208,0.999667559878556,0.0257831287173198,7,18:00:00,2018,Wednesday,2252,1261,183,0.3010507452960821,0.0,73.67
4218,-0.9928542547035518,0.1193332682744194,0.9980141152360242,0.0629906801809269,7,19:00:00,2018,Wednesday,1099,1232,158,0.1849595006316415,0.0,73.67
4219,-0.9929394757251871,0.1186220786640927,0.9949762895201684,0.1001108550192151,7,20:00:00,2018,Wednesday,353,1089,139,0.1144656820156385,0.0,73.67
4221,-0.993108389432419,0.1171995172300076,0.9847662648545606,0.1738833045591135,7,22:00:00,2018,Wednesday,0,1197,111,0.0995964364577781,0.0,73.67
4222,-0.9931920820313536,0.116488146136099,0.9776082285951851,0.2104332468574874,7,23:00:00,2018,Wednesday,0,1184,125,0.1083519576194023,0.0,73.67
4223,-0.9932752650698284,0.115776715277564,0.9690941169976712,0.2466912896729507,7,00:00:00,2018,Thursday,0,1129,135,0.1136281912980942,0.0,74.51
4224,-0.9933579385051662,0.1150652250194054,0.9592357402907112,0.2826071381775965,7,01:00:00,2018,Thursday,0,1049,145,0.112207499295179,0.0,74.51
4225,-0.9934401022949512,0.1143536757266552,0.948046773381227,0.3181309722134022,7,02:00:00,2018,Thursday,0,981,172,0.1115518575851393,0.0,74.51
4226,-0.9935217563970288,0.1136420677643761,0.9355427368853932,0.353213515399663,7,03:00:00,2018,Thursday,0,976,161,0.1112960062646828,0.0,74.51
4227,-0.9936029007695062,0.1129304014976608,0.9217409755994525,0.3878061034859683,7,04:00:00,2018,Thursday,0,905,157,0.1021939953810623,0.0,74.51
4229,-0.9937636601593964,0.1115068955114426,0.8903226318878728,0.4553302220896955,7,06:00:00,2018,Thursday,105,838,182,0.0929368029739776,0.0,74.51
4231,-0.9939223801347092,0.1100831606893379,0.853966007825999,0.5203287974711047,7,08:00:00,2018,Thursday,1990,457,142,0.1921763657957244,0.0,74.51
4232,-0.994000975239946,0.1093712083778745,0.8339978178898876,0.5517677407704313,7,09:00:00,2018,Thursday,3577,209,155,0.313324852917793,0.0,74.51
4234,-0.9941566354839624,0.1079471357804731,0.790620136737674,0.6123069486661913,7,11:00:00,2018,Thursday,5926,553,177,0.6169818316648128,0.0,74.51
4235,-0.9942337005428802,0.1072350162251601,0.7672708162545199,0.6413232371621372,7,12:00:00,2018,Thursday,6418,811,182,0.7360214519813288,0.0,74.51
4236,-0.9943102555069324,0.1065228416525699,0.7428571869806178,0.6694499232588226,7,13:00:00,2018,Thursday,6543,973,197,0.8044430538172715,0.0,74.51
4237,-0.9943863003368426,0.1058106124280859,0.7174131139343094,0.6966479914239885,7,14:00:00,2018,Thursday,6321,1123,212,0.822518263859046,0.0,74.51
4238,-0.9944618349935954,0.1050983289171196,0.6909738914992886,0.7228797142445826,7,15:00:00,2018,Thursday,5895,1244,246,0.7821436136411777,0.0,74.51
4239,-0.9945368594384376,0.1043859914851106,0.6635761944666151,0.7481087047596793,7,16:00:00,2018,Thursday,5033,1369,287,0.6767503035208418,0.0,74.51
4240,-0.9946113736328774,0.1036736004975257,0.6352580271617247,0.7722999669342174,7,17:00:00,2018,Thursday,3920,1506,309,0.5453075972235428,0.0,74.51
4245,-0.9949762895201674,0.1001108550192244,0.4812765669579039,0.8765688028313661,7,22:00:00,2018,Thursday,0,2389,777,0.2756639094471049,0.0,74.51
4246,-0.9950477414185336,0.0993981503745187,0.4483012636895631,0.893882529739977,7,23:00:00,2018,Thursday,0,2802,796,0.3613538214321583,0.0,74.51
4248,-0.9951891136413334,0.0979725884611465,0.3805316968231377,0.9247678777471152,7,01:00:00,2018,Friday,0,2664,785,0.401981351981352,0.0,74.84
4250,-0.995328443524222,0.0965468254871669,0.310651465649411,0.9505238907517648,7,03:00:00,2018,Friday,0,2181,741,0.3392940083604273,0.0,74.84
4252,-0.9954657307812648,0.095120864378549,0.2390481691804338,0.9710077099650049,7,05:00:00,2018,Friday,0,1848,668,0.2608605495075168,0.0,74.84
4253,-0.9955336083368856,0.0944078104382275,0.2027241693704632,0.9792358812630672,7,06:00:00,2018,Friday,94,1664,669,0.2229264260126756,0.0,74.84
4254,-0.9956009751307192,0.0936947080616687,0.1661189636147077,0.9861057194477556,7,07:00:00,2018,Friday,711,1324,665,0.221148333196822,0.0,74.84
4255,-0.9956678311282022,0.0929815576147322,0.12928332830326,0.9916076951208233,7,08:00:00,2018,Friday,1935,700,674,0.2592041359862134,0.0,74.84
4256,-0.9957341762950344,0.0922683594633023,0.0922683594633193,0.9957341762950328,7,09:00:00,2018,Friday,3502,386,601,0.3712371816076745,0.0,74.84
4257,-0.9958000105971772,0.0915551139732874,0.0551254018819514,0.99847943898077,7,10:00:00,2018,Friday,4820,538,503,0.5228367528991972,0.0,74.84
4258,-0.995865334000854,0.0908418215106206,0.0179059778840672,0.999839675125975,7,11:00:00,2018,Friday,5718,1068,434,0.7117507886435331,0.0,74.84
4259,-0.9959301464725504,0.090128482441259,-0.0193382841361491,0.9998129978984418,7,12:00:00,2018,Friday,6169,1425,401,0.8568213481941914,0.0,74.84
4260,-0.9959944479790142,0.0894150971311834,-0.0565557213308045,0.9983994443031068,7,13:00:00,2018,Friday,6123,1436,432,0.880453944468929,0.0,74.84
4261,-0.996058238487255,0.0887016659463985,-0.0936947080616523,0.9956009751307208,7,14:00:00,2018,Friday,5850,1448,442,0.8752685740133439,0.0,74.84
4262,-0.9961215179645454,0.0879881892529322,-0.130703727511975,0.9914214722379556,7,15:00:00,2018,Friday,5290,1609,491,0.8241329318612691,0.0,74.84
4263,-0.9961842863784192,0.0872746674168368,-0.1675314431472334,0.9858667331627564,7,16:00:00,2018,Friday,4622,1735,532,0.7409917177584167,0.0,74.84
4265,-0.996308289887366,0.0858474897810795,-0.2404389451614322,0.97066426412517,7,18:00:00,2018,Friday,2437,2276,709,0.5190503542025656,0.0,74.84
4266,-0.996369524918818,0.0851338347136357,-0.276417598936757,0.9610376220513108,7,19:00:00,2018,Friday,1151,2616,826,0.4135602377093463,0.0,74.84
4267,-0.9964302487596132,0.0844201359679984,-0.3120128239745197,0.950077890320286,7,20:00:00,2018,Friday,335,2479,948,0.3321267767281716,0.0,74.84
4268,-0.9964904613785964,0.0837063939103331,-0.3471752448649759,0.9378002715679624,7,21:00:00,2018,Friday,9,2527,786,0.3036285531487067,0.0,74.84
4269,-0.9965501627448756,0.0829926089068275,-0.3818560865565208,0.9242217965184216,7,22:00:00,2018,Friday,0,2674,804,0.3356494885157305,0.0,74.84
4270,-0.996609352827821,0.0822787813236912,-0.4160072420132802,0.9093613003600408,7,23:00:00,2018,Friday,0,2889,779,0.389715257118572,0.0,74.84
4271,-0.9966680315970644,0.081564911527156,-0.4495813389460748,0.8932393966185407,7,00:00:00,2018,Saturday,0,2768,774,0.4007694048427246,0.0,74.84
4272,-0.996726199022501,0.0808509998834751,-0.4825318055243194,0.8758784485631784,7,01:00:00,2018,Saturday,0,2570,788,0.4023966446974236,0.0,74.84
4274,-0.9968409997228432,0.0794230525197961,-0.5463799489958759,0.8375374327964477,7,03:00:00,2018,Saturday,0,2232,822,0.3793788819875776,0.0,74.84
4275,-0.9968976329388504,0.0787090175324111,-0.5771890598458197,0.816610549279336,7,04:00:00,2018,Saturday,0,2134,814,0.367718597979294,0.0,74.84
4278,-0.9970644637023311,0.0765666717441918,-0.6646472199083886,0.7471573281900206,7,07:00:00,2018,Saturday,721,1819,856,0.3955276030747728,0.0,74.84
